run_id,topic_id,platform,title,keyword,structure_slot,lead_slot,rhythm_slot,style_slot,ending_slot,transition_signature,avg_sentence_length,paragraph_count,penalty_structure,penalty_rhythm,penalty_style,penalty_transition,penalty_ending,penalty_duplication_soft,total_penalty,best_similarity_score,best_structural_score,decision,decision_reason,rewrite_attempt,article_source,api_elapsed_seconds,attempt_elapsed_seconds,created_at
2026-05-12_1,20260512_naver_003_워드오류책갈피가정의되어있지않습니다,naver,워드 오류 책갈피가 정의되어 있지 않습니다 자주 생기는 이유와 점검 순서,워드 오류 책갈피가 정의되어 있지 않습니다,problem_solution,problem_solution_lead_3,standard,field_note,conclusion_3,scope_first,47.88,34,0,0,0,0,0,0,0,0.0301,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,115.394,115.437,2026-05-12 17:44:53
2026-05-12_1,20260512_naver_001_트렐로자동화규칙작동안함,naver,트렐로 자동화 규칙 작동 안함 원인과 해결 방법,트렐로 자동화 규칙 작동 안함,workflow_playbook,workflow_playbook_lead_1,standard,operator_brief,conclusion_1,handoff_first,49.01,34,0,10,0,0,0,0,10,0.0847,0.1402,accepted,same rhythm slot as previous output,1,local+claude+fix1,135.583,135.599,2026-05-12 17:45:13
2026-05-12_1,20260512_naver_004_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_2,standard,field_note,conclusion_2,scope_first,75.78,47,15,10,12,8,0,0,45,0.0885,0.1404,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,137.257,137.314,2026-05-12 17:45:15
2026-05-12_1,20260512_naver_002_microsoft365구독에문제가발생,naver,Microsoft 365 구독에 문제가 발생했으며 자주 생기는 이유와 점검 순서,Microsoft 365 구독에 문제가 발생했으며,decision_guide,decision_guide_lead_2,action_first,field_note,conclusion_2,scope_first,64.13,50,0,0,12,8,8,0,28,0.0913,0.1255,accepted,style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+claude+fix1,145.49,145.518,2026-05-12 17:45:23
2026-05-12_2,20260512_tistory_008_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_2,standard,field_note,conclusion_1,handoff_first,43.33,35,0,0,0,0,0,0,0,0.0543,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,105.543,105.613,2026-05-12 17:47:26
2026-05-12_2,20260512_blogspot_kr_005_아웃룩기본글꼴설정,blogspot_kr,아웃룩 기본 글꼴 설정 설치 후 바로 해야 하는 5분 설정,아웃룩 기본 글꼴 설정,quickstart_entry,quickstart_entry_lead_1,standard,field_note,conclusion_3,handoff_first,60.37,58,0,10,12,8,0,0,30,0.0966,0.1317,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,134.924,134.946,2026-05-12 17:47:55
2026-05-12_2,20260512_blogspot_kr_007_ai를활용한ppt만들기,blogspot_kr,ai를 활용한 ppt 만들기 초보자도 이해하기 쉬운 설정과 활용,ai를 활용한 ppt 만들기,workflow_playbook,workflow_playbook_lead_2,action_first,field_note,conclusion_2,scope_first,65.13,47,0,0,12,0,0,0,12,0.2192,0.2887,accepted,style slot repeated in recent outputs,1,local+claude+fix1,147.09,147.145,2026-05-12 17:48:07
2026-05-12_2,20260512_blogspot_kr_006_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_2,standard,operator_brief,conclusion_2,scope_first,75.26,49,15,0,0,8,18,0,41,0.1921,0.2362,accepted,same structure slot as previous output; transition signature repeated; ending slot repeated; same structure and ending pairing repeated,1,local+claude+fix1,165.898,165.934,2026-05-12 17:48:26
2026-05-12_3,20260512_tistory_009_노션으로주간플래너와할일목록자동화,tistory,노션으로 주간 플래너와 할 일 목록 자동화 실무에서 바로 쓰는 방법,노션으로 주간 플래너와 할 일 목록 자동화,workflow_playbook,workflow_playbook_lead_2,action_first,field_note,conclusion_2,handoff_first,66.16,46,0,0,0,0,0,0,0,0.3738,0.4225,accepted,no major diversity concentration detected,1,local+claude,76.99,77.015,2026-05-12 17:50:07
2026-05-12_3,20260512_blogspot_kr_012_vscode유니티설정,blogspot_kr,vscode 유니티 설정 어떤 상황에서 무엇을 골라야 하는지 정리,vscode 유니티 설정,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_1,scope_first,39.88,49,0,0,12,0,0,0,12,0.0711,0.0,accepted,style slot repeated in recent outputs,1,local+claude+fix1,117.71,117.783,2026-05-12 17:50:47
2026-05-12_3,20260512_tistory_011_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_3,scope_first,40.5,48,15,10,12,8,0,0,45,0.0897,0.1341,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,121.475,121.531,2026-05-12 17:50:51
2026-05-12_3,20260512_tistory_010_microsoft365가정용비즈니스용,tistory,microsoft 365 가정용 비즈니스용 차이 차이점과 선택 기준 정리,microsoft 365 가정용 비즈니스용 차이,comparison_guide,comparison_guide_lead_1,standard,operator_brief,conclusion_1,handoff_first,42.52,41,25,10,0,0,0,0,35,0.0948,0.1607,accepted,same structure slot as previous output; structure slot concentrated in recent outputs; same rhythm slot as previous output,1,local+claude+fix1,135.492,135.533,2026-05-12 17:51:05
2026-05-12_1,20260512_naver_001_powerpoint에오류가생겨제대로작,naver,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다 문제를 줄이는 실무 처리 순서,powerpoint 에 오류 가 생겨 제대로 작동 할 수 없습니다,workflow_playbook,workflow_playbook_lead_1,standard,field_note,conclusion_1,handoff_first,56.01,47,0,0,0,0,0,0,0,0.0317,0.0,accepted,no major diversity concentration detected,1,api,38.951,39.018,2026-05-12 18:25:41
2026-05-12_1,20260512_naver_002_powerpoint저장중오류가발생했습,naver,powerpoint 저장 중 오류가 발생했습니다 자주 생기는 이유와 점검 순서,powerpoint 저장 중 오류가 발생했습니다,problem_solution,problem_solution_lead_2,risk_led,operator_brief,conclusion_2,scope_first,56.75,32,0,0,0,0,0,0,0,0.0982,0.12,accepted,no major diversity concentration detected,1,api,27.511,27.583,2026-05-12 18:26:09
2026-05-12_1,20260512_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,decision_guide,decision_guide_lead_1,standard,checklist_mode,conclusion_1,review_first,49.21,40,0,0,0,0,0,0,0,0.0419,0.0,accepted,no major diversity concentration detected,1,api,36.134,36.206,2026-05-12 18:26:45
2026-05-12_1,20260512_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,quickstart_entry,quickstart_entry_lead_1,action_first,field_note,conclusion_1,scope_first,52.43,81,0,0,0,8,8,0,16,0.0435,0.0,accepted,transition signature repeated; ending slot repeated,1,local,45.039,45.11,2026-05-12 18:27:30
2026-05-12_2,20260512_blogspot_kr_005_outlook기본설정,blogspot_kr,outlook 기본 설정 처음 시작할 때 알아두면 좋은 사용법,outlook 기본 설정,quickstart_entry,quickstart_entry_lead_1,standard,operator_brief,conclusion_3,scope_first,59.1,46,0,0,0,0,0,0,0,0.0646,0.0,accepted,no major diversity concentration detected,1,api,27.72,27.794,2026-05-12 18:38:03
2026-05-12_2,20260512_blogspot_kr_006_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_2,risk_led,field_note,conclusion_2,review_first,47.8,25,0,0,0,0,0,0,0,0.0775,0.0,accepted,no major diversity concentration detected,1,api,27.692,27.766,2026-05-12 18:38:31
2026-05-12_2,20260512_blogspot_kr_007_ai를활용한ppt만들기,blogspot_kr,ai를 활용한 ppt 만들기 초보자도 이해하기 쉬운 설정과 활용,ai를 활용한 ppt 만들기,checklist_review,checklist_review_lead_2,action_first,checklist_mode,conclusion_2,scope_first,54.6,38,0,0,0,8,8,0,16,0.094,0.1114,accepted,transition signature repeated; ending slot repeated,1,api,31.152,31.254,2026-05-12 18:39:02
2026-05-12_2,20260512_tistory_008_텍스트함수concatenatetext,tistory,텍스트 함수 CONCATENATE TEXTJOIN 활용 반복 작업을 줄이는 실전 사용법,텍스트 함수 CONCATENATE TEXTJOIN 활용,decision_guide,decision_guide_lead_1,standard,field_note,conclusion_1,handoff_first,49.17,42,0,0,12,0,0,0,12,0.0442,0.0,accepted,style slot repeated in recent outputs,1,api,32.367,32.438,2026-05-12 18:39:35
2026-05-12_1,20260512_naver_001_powerpoint동영상재생안됨,naver,powerpoint 동영상 재생 안됨 문제를 줄이는 실무 처리 순서,powerpoint 동영상 재생 안됨,problem_solution,problem_solution_lead_2,action_first,operator_brief,conclusion_2,scope_first,70.61,39,0,0,0,0,0,0,0,0.0285,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,129.782,129.797,2026-05-12 18:49:20
2026-05-12_1,20260512_naver_003_아웃룩문제가발생하여아직메시지를보내지못,naver,아웃룩 문제가 발생하여 아직 메시지를 보내지 못했습니다 문제를 줄이는 실무 처리 순서,아웃룩 문제가 발생하여 아직 메시지를 보내지 못했습니다,checklist_review,checklist_review_lead_1,standard,field_note,conclusion_3,scope_first,60.54,58,0,0,0,8,0,0,8,0.0601,0.0,accepted,transition signature repeated,1,local+claude+fix1,131.8,131.846,2026-05-12 18:49:22
2026-05-12_1,20260512_naver_004_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_2,standard,field_note,conclusion_2,scope_first,75.09,44,0,10,12,8,0,0,30,0.1603,0.1763,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,143.035,143.095,2026-05-12 18:49:33
2026-05-12_1,20260512_naver_002_powerpoint내용에문제가있습니다,naver,powerpoint 내용 에 문제 가 있습니다 자주 생기는 이유와 점검 순서,powerpoint 내용 에 문제 가 있습니다,workflow_playbook,workflow_playbook_lead_3,action_first,operator_brief,conclusion_3,handoff_first,70.25,47,15,0,0,0,0,0,15,0.1488,0.1784,accepted,same structure slot as previous output,1,local+claude+fix1,153.122,153.152,2026-05-12 18:49:43
2026-05-12_2,20260512_blogspot_kr_006_지라대시보드만들기및위젯활용,blogspot_kr,지라 대시보드 만들기 및 위젯 활용 기본 개념부터 적용 방법까지 정리,지라 대시보드 만들기 및 위젯 활용,quickstart_entry,quickstart_entry_lead_2,standard,field_note,conclusion_1,scope_first,36.01,40,0,0,0,0,0,0,0,0.0506,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,100.52,100.561,2026-05-12 18:57:02
2026-05-12_2,20260512_blogspot_kr_005_지라백로그관리및우선순위설정,blogspot_kr,지라 백로그 관리 및 우선순위 설정 처음 시작할 때 알아두면 좋은 사용법,지라 백로그 관리 및 우선순위 설정,workflow_playbook,workflow_playbook_lead_1,standard,field_note,conclusion_1,scope_first,66.35,47,0,10,12,8,8,0,38,0.1431,0.2097,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+claude+fix1,117.452,117.48,2026-05-12 18:57:19
2026-05-12_2,20260512_tistory_008_노션으로주간플래너와할일목록자동화,tistory,노션으로 주간 플래너와 할 일 목록 자동화 실무에서 바로 쓰는 방법,노션으로 주간 플래너와 할 일 목록 자동화,workflow_playbook,workflow_playbook_lead_2,standard,operator_brief,conclusion_2,scope_first,48.27,43,15,10,0,8,0,0,33,0.1275,0.1869,accepted,same structure slot as previous output; same rhythm slot as previous output; transition signature repeated,1,local+claude+fix1,130.575,130.648,2026-05-12 18:57:32
2026-05-12_2,20260512_blogspot_kr_007_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_3,standard,field_note,conclusion_3,scope_first,73.27,44,25,10,12,8,0,0,55,0.1869,0.2315,accepted,same structure slot as previous output; structure slot concentrated in recent outputs; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,173.413,173.469,2026-05-12 18:58:15
2026-05-12_3,20260512_blogspot_kr_012_vscode유니티설정,blogspot_kr,vscode 유니티 설정 어떤 상황에서 무엇을 골라야 하는지 정리,vscode 유니티 설정,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_1,scope_first,37.01,40,0,0,0,0,0,0,0,0.0634,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,107.737,107.807,2026-05-12 19:00:52
2026-05-12_3,20260512_tistory_011_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_3,scope_first,34.41,38,15,10,12,8,0,0,45,0.082,0.1565,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,108.651,108.706,2026-05-12 19:00:53
2026-05-12_3,20260512_tistory_010_microsoft365플랜비교,tistory,microsoft 365 플랜 비교 어떤 상황에서 무엇을 골라야 하는지 정리,microsoft 365 플랜 비교,decision_guide,decision_guide_lead_2,standard,field_note,conclusion_2,scope_first,63.97,47,0,10,12,8,0,0,30,0.2275,0.2967,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,132.692,132.732,2026-05-12 19:01:17
2026-05-12_3,20260512_tistory_009_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_1,standard,operator_brief,conclusion_1,handoff_first,44.77,54,0,10,0,0,0,0,10,0.1438,0.2266,accepted,same rhythm slot as previous output,1,local+claude+fix1,133.896,133.922,2026-05-12 19:01:19
2026-05-12_1,20260512_naver_001_트렐로자동화버튼작동안함,naver,트렐로 자동화 버튼 작동 안함 해결 전에 먼저 확인할 것,트렐로 자동화 버튼 작동 안함,workflow_playbook,workflow_playbook_lead_1,standard,operator_brief,conclusion_2,scope_first,46.78,33,0,0,0,0,0,0,0,0.0272,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,118.968,118.985,2026-05-12 19:34:22
2026-05-12_1,20260512_naver_003_원드라이브오류코드0x8004de40,naver,원드라이브 오류코드 0x8004de40 원인과 해결 방법,원드라이브 오류코드 0x8004de40,checklist_review,checklist_review_lead_3,action_first,operator_brief,conclusion_1,handoff_first,43.59,59,0,0,12,0,0,0,12,0.0401,0.0,accepted,style slot repeated in recent outputs,1,local+claude+fix1,119.857,119.906,2026-05-12 19:34:23
2026-05-12_1,20260512_naver_002_outlookword에문제가발생했습니,naver,outlook word에 문제가 발생했습니다 문제를 줄이는 실무 처리 순서,outlook word에 문제가 발생했습니다,workflow_playbook,workflow_playbook_lead_5,action_first,field_note,conclusion_1,scope_first,63.94,50,0,10,0,8,8,0,26,0.106,0.1636,accepted,same rhythm slot as previous output; transition signature repeated; ending slot repeated,1,local+claude+fix1,128.5,128.532,2026-05-12 19:34:32
2026-05-12_1,20260512_naver_004_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_4,standard,field_note,conclusion_2,scope_first,55.27,37,25,0,12,8,0,0,45,0.1398,0.1913,accepted,same structure slot as previous output; structure slot concentrated in recent outputs; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,144.787,144.85,2026-05-12 19:34:48
2026-05-12_2,20260512_tistory_008_언리얼스플라인메쉬로메쉬변형실무적용,tistory,언리얼 스플라인 메쉬로 메쉬 변형 실무 적용 업무에 적용하는 단계별 방법,언리얼 스플라인 메쉬로 메쉬 변형 실무 적용,checklist_review,checklist_review_lead_4,action_first,operator_brief,conclusion_1,scope_first,63.74,53,0,0,0,0,0,0,0,0.0844,0.1403,accepted,no major diversity concentration detected,1,local+claude+fix1,135.634,135.708,2026-05-12 19:37:19
2026-05-12_2,20260512_blogspot_kr_006_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_5,standard,operator_brief,conclusion_2,scope_first,64.62,49,0,0,12,8,0,0,20,0.0968,0.1456,accepted,style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,137.511,137.552,2026-05-12 19:37:21
2026-05-12_2,20260512_blogspot_kr_005_figma기본폰트설정,blogspot_kr,figma 기본 폰트 설정 기본 개념부터 적용 방법까지 정리,figma 기본 폰트 설정,workflow_playbook,workflow_playbook_lead_3,action_first,field_note,conclusion_3,handoff_first,75.65,46,15,0,0,0,0,0,15,0.135,0.2322,accepted,same structure slot as previous output,1,local+claude+fix1,145.274,145.3,2026-05-12 19:37:28
2026-05-12_2,20260512_blogspot_kr_007_지라대시보드만들기및위젯활용,blogspot_kr,지라 대시보드 만들기 및 위젯 활용 기본 개념부터 적용 방법까지 정리,지라 대시보드 만들기 및 위젯 활용,quickstart_entry,quickstart_entry_lead_1,standard,field_note,conclusion_2,scope_first,52.99,58,0,0,12,8,0,0,20,0.1,0.1523,accepted,style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,156.643,156.701,2026-05-12 19:37:40
2026-05-12_3,20260512_tistory_011_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_3,scope_first,42.95,42,0,0,0,0,0,0,0,0.039,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,106.889,106.947,2026-05-12 19:40:23
2026-05-12_3,20260512_tistory_010_outlookpopimap차이,tistory,outlook pop imap 차이 비교할 때 먼저 봐야 할 핵심,outlook pop imap 차이,comparison_guide,comparison_guide_lead_2,standard,field_note,conclusion_2,scope_first,62.03,58,15,10,12,8,0,0,45,0.0803,0.1144,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,128.743,128.783,2026-05-12 19:40:45
2026-05-12_3,20260512_blogspot_kr_012_microsoft365기본버전64비트,blogspot_kr,microsoft 365 기본 버전 64 비트 차이 어떤 상황에서 무엇을 골라야 하는지 정리,microsoft 365 기본 버전 64 비트 차이,decision_guide,decision_guide_lead_3,standard,field_note,conclusion_2,handoff_first,79.74,38,0,10,12,0,8,0,30,0.1396,0.1966,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; ending slot repeated,1,local+claude+fix1,147.265,147.34,2026-05-12 19:41:04
2026-05-12_3,20260512_tistory_009_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_1,standard,operator_brief,conclusion_1,handoff_first,38.63,40,0,10,0,8,0,0,18,0.0908,0.1895,accepted,same rhythm slot as previous output; transition signature repeated,1,local+claude+fix1,183.118,183.143,2026-05-12 19:41:39
2026-05-12_1,20260512_naver_004_ppt트러스트센터설정으로보안오류해결하,naver,PPT 트러스트 센터 설정으로 보안 오류 해결하기 문제를 줄이는 실무 처리 순서,PPT 트러스트 센터 설정으로 보안 오류 해결하기,decision_guide,decision_guide_lead_1,standard,field_note,conclusion_3,scope_first,67.2,43,0,0,0,0,0,0,0,0.0317,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,132.884,132.944,2026-05-12 20:16:50
2026-05-12_1,20260512_naver_003_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,problem_solution,problem_solution_lead_1,standard,field_note,conclusion_3,scope_first,78.11,37,0,10,12,8,8,0,38,0.2128,0.2639,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+claude+fix1,133.134,133.181,2026-05-12 20:16:50
2026-05-12_1,20260512_naver_001_onedrive문제가발생했습니다,naver,onedrive 문제 가 발생 했습니다 원인과 해결 방법,onedrive 문제 가 발생 했습니다,workflow_playbook,workflow_playbook_lead_5,standard,field_note,conclusion_3,handoff_first,46.97,40,0,10,12,0,8,0,30,0.0787,0.0,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; ending slot repeated,1,local+claude+fix1,138.827,138.842,2026-05-12 20:16:56
2026-05-12_1,20260512_naver_002_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_2,standard,operator_brief,conclusion_3,scope_first,68.29,47,15,10,0,8,18,0,51,0.1746,0.2292,accepted,same structure slot as previous output; same rhythm slot as previous output; transition signature repeated; ending slot repeated; same structure and ending pairing repeated,1,local+claude+fix1,147.738,147.77,2026-05-12 20:17:05
2026-05-12_2,20260512_blogspot_kr_005_언리얼lod설정자동화,blogspot_kr,언리얼 LOD 설정 자동화 설치 후 바로 해야 하는 5분 설정,언리얼 LOD 설정 자동화,quickstart_entry,quickstart_entry_lead_3,standard,field_note,conclusion_2,scope_first,38.58,49,0,0,0,0,0,0,0,0.0671,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,120.046,120.071,2026-05-12 20:33:48
2026-05-12_2,20260512_tistory_008_오피스365sortby함수활용,tistory,오피스365 SORTBY 함수 활용 실무에서 바로 쓰는 방법,오피스365 SORTBY 함수 활용,decision_guide,decision_guide_lead_1,standard,operator_brief,conclusion_2,handoff_first,49.58,37,0,10,0,0,8,0,18,0.1153,0.2067,accepted,same rhythm slot as previous output; ending slot repeated,1,local+claude+fix1,127.221,127.299,2026-05-12 20:33:56
2026-05-12_2,20260512_blogspot_kr_007_powerpoint기본글꼴설정,blogspot_kr,powerpoint 기본 글꼴 설정 시작 전에 정해야 할 것들,powerpoint 기본 글꼴 설정,workflow_playbook,workflow_playbook_lead_5,action_first,field_note,conclusion_3,scope_first,64.19,40,0,0,12,8,0,0,20,0.1904,0.2108,accepted,style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,134.202,134.26,2026-05-12 20:34:02
2026-05-12_2,20260512_blogspot_kr_006_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_5,standard,operator_brief,conclusion_2,scope_first,57.01,42,15,0,12,8,0,0,35,0.2012,0.2425,accepted,same structure slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,137.555,137.595,2026-05-12 20:34:06
2026-05-12_3,20260512_tistory_009_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_1,standard,operator_brief,conclusion_1,handoff_first,38.45,40,0,0,0,0,0,0,0,0.0649,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,99.266,99.296,2026-05-12 20:36:40
2026-05-12_3,20260512_tistory_011_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_3,scope_first,47.3,54,0,10,0,0,0,0,10,0.0797,0.0,accepted,same rhythm slot as previous output,1,local+claude+fix1,119.431,119.493,2026-05-12 20:37:00
2026-05-12_3,20260512_blogspot_kr_012_vscode유니티설정,blogspot_kr,vscode 유니티 설정 어떤 상황에서 무엇을 골라야 하는지 정리,vscode 유니티 설정,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_1,scope_first,42.9,45,15,10,12,8,0,0,45,0.1436,0.2069,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,123.744,123.82,2026-05-12 20:37:05
2026-05-12_3,20260512_tistory_010_microsoftteams차이,tistory,Microsoft Teams 차이 어떤 상황에서 무엇을 골라야 하는지 정리,Microsoft Teams 차이,workflow_playbook,workflow_playbook_lead_2,action_first,field_note,conclusion_3,scope_first,72.86,50,0,0,12,8,0,0,20,0.2761,0.31,accepted,style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,145.138,145.183,2026-05-12 20:37:26
2026-05-12_1,20260512_naver_004_ppt트러스트센터설정으로보안오류해결하,naver,PPT 트러스트 센터 설정으로 보안 오류 해결하기 문제를 줄이는 실무 처리 순서,PPT 트러스트 센터 설정으로 보안 오류 해결하기,decision_guide,decision_guide_lead_1,standard,field_note,conclusion_3,scope_first,67.29,43,0,0,0,0,0,0,0,0.033,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,131.942,132.01,2026-05-12 21:10:10
2026-05-12_1,20260512_naver_003_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,problem_solution,problem_solution_lead_1,standard,field_note,conclusion_3,scope_first,73.51,37,0,10,12,8,8,0,38,0.2555,0.3153,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+claude+fix1,132.533,132.584,2026-05-12 21:10:10
