run_id,topic_id,platform,title,keyword,structure_slot,lead_slot,rhythm_slot,style_slot,ending_slot,transition_signature,avg_sentence_length,paragraph_count,penalty_structure,penalty_rhythm,penalty_style,penalty_transition,penalty_ending,penalty_duplication_soft,total_penalty,best_similarity_score,best_structural_score,decision,decision_reason,rewrite_attempt,article_source,api_elapsed_seconds,attempt_elapsed_seconds,created_at
2026-05-12_1,20260512_naver_001_microsoftteams안됨,naver,Microsoft Teams 안됨 자주 생기는 이유와 점검 순서,Microsoft Teams 안됨,workflow_playbook,workflow_playbook_lead_3,standard,operator_brief,conclusion_2,scope_first,64.44,49,0,10,0,8,0,0,18,0.2113,0.2922,accepted,same rhythm slot as previous output; transition signature repeated,1,local+claude+fix1,132.969,132.986,2026-05-12 21:10:11
2026-05-12_1,20260512_naver_002_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_2,standard,operator_brief,conclusion_3,scope_first,68.08,47,15,10,12,8,0,0,45,0.1975,0.2741,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,142.273,142.305,2026-05-12 21:10:20
2026-05-12_2,20260512_tistory_008_핸드폰관리초보,tistory,핸드폰 관리 초보 반복 작업을 줄이는 실전 사용법,핸드폰 관리 초보,workflow_playbook,workflow_playbook_lead_4,standard,field_note,conclusion_1,scope_first,43.57,41,0,0,0,0,0,0,0,0.1341,0.2502,accepted,no major diversity concentration detected,1,local+claude,70.611,70.697,2026-05-12 21:12:01
2026-05-12_2,20260512_blogspot_kr_007_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_1,standard,field_note,conclusion_3,scope_first,64.99,48,15,10,12,8,0,0,45,0.3767,0.3774,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,128.047,128.114,2026-05-12 21:12:59
2026-05-12_2,20260512_blogspot_kr_005_antigravityunity설정,blogspot_kr,antigravity unity 설정 기본 개념부터 적용 방법까지 정리,antigravity unity 설정,workflow_playbook,workflow_playbook_lead_1,action_first,operator_brief,conclusion_1,handoff_first,65.73,50,25,0,0,0,0,0,25,0.2636,0.3183,accepted,same structure slot as previous output; structure slot concentrated in recent outputs,1,local+claude+fix1,136.301,136.333,2026-05-12 21:13:07
2026-05-12_2,20260512_blogspot_kr_006_오피스365레지스트리삭제방법,blogspot_kr,오피스365 레지스트리 삭제 방법 시작 전 알아야 할 것만 정리했습니다,오피스365 레지스트리 삭제 방법,quickstart_entry,quickstart_entry_lead_4,action_first,operator_brief,conclusion_2,handoff_first,52.02,58,0,10,12,8,0,0,30,0.1391,0.2028,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,154.974,155.023,2026-05-12 21:13:26
2026-05-12_3,20260512_tistory_009_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_1,standard,operator_brief,conclusion_1,handoff_first,42.0,43,0,0,0,0,0,0,0,0.0504,0.0,accepted,no major diversity concentration detected,1,local+claude+fix1,114.872,114.899,2026-05-12 21:16:00
2026-05-12_3,20260512_tistory_011_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_3,scope_first,57.92,55,0,10,0,0,0,0,10,0.105,0.1558,accepted,same rhythm slot as previous output,1,local+claude+fix1,141.328,141.391,2026-05-12 21:16:26
2026-05-12_3,20260512_blogspot_kr_012_microsoft365기본버전64비트,blogspot_kr,microsoft 365 기본 버전 64 비트 차이 어떤 상황에서 무엇을 골라야 하는지 정리,microsoft 365 기본 버전 64 비트 차이,decision_guide,decision_guide_lead_3,standard,field_note,conclusion_2,handoff_first,79.85,44,0,10,12,8,0,0,30,0.1299,0.1815,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,143.44,143.52,2026-05-12 21:16:29
2026-05-12_3,20260512_tistory_010_jirastorytask차이,tistory,jira story task 차이 차이점과 선택 기준 정리,jira story task 차이,workflow_playbook,workflow_playbook_lead_3,action_first,field_note,conclusion_1,scope_first,72.7,49,0,0,12,8,0,0,20,0.1792,0.2361,accepted,style slot repeated in recent outputs; transition signature repeated,1,local+claude+fix1,159.194,159.238,2026-05-12 21:16:44
2026-05-13_1,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,checklist_review,checklist_review_lead_1,standard,field_note,conclusion_3,scope_first,39.34,37,0,0,0,0,0,0,0,0.0284,0.0,similarity_retry,no major diversity concentration detected,1,local+claude+fix1,256.917,256.932,2026-05-13 02:29:42
2026-05-13_1,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,review_first,62.0,80,0,0,0,0,0,0,0,0.0278,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,306.399,306.417,2026-05-13 02:34:48
2026-05-13_1,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,review_first,62.0,80,0,0,0,0,0,0,0,0.0278,0.0,blocked,no major diversity concentration detected,2,local+structure,306.399,306.417,2026-05-13 02:34:48
2026-05-13_1,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,checklist_review,checklist_review_lead_2,standard,field_note,conclusion_2,handoff_first,56.87,43,0,0,0,0,0,0,0,0.0259,0.0,similarity_retry,no major diversity concentration detected,1,local+claude+fix1,306.099,306.129,2026-05-13 02:30:31
2026-05-13_1,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_3,review_first,63.79,80,0,0,0,0,0,0,0,0.0293,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,275.362,275.377,2026-05-13 02:35:06
2026-05-13_1,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_3,review_first,63.79,80,0,0,0,0,0,0,0,0.0293,0.0,blocked,no major diversity concentration detected,2,local+structure,275.362,275.377,2026-05-13 02:35:06
2026-05-13_1,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_3,standard,field_note,conclusion_1,scope_first,63.62,82,0,0,0,0,0,0,0,0.029,0.0,similarity_retry,no major diversity concentration detected,1,local+structure,298.957,299.002,2026-05-13 02:30:24
2026-05-13_1,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,decision_guide,decision_guide_lead_2,standard,checklist_mode,conclusion_2,handoff_first,61.85,80,0,0,0,0,0,0,0,0.0304,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,309.492,309.508,2026-05-13 02:35:33
2026-05-13_1,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,decision_guide,decision_guide_lead_2,standard,checklist_mode,conclusion_2,handoff_first,61.85,80,0,0,0,0,0,0,0,0.0304,0.0,blocked,no major diversity concentration detected,2,local+structure,309.492,309.508,2026-05-13 02:35:33
2026-05-13_1,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,scope_first,63.07,80,0,0,0,0,0,0,0,0.0282,0.0,similarity_retry,no major diversity concentration detected,1,local+structure,309.217,309.277,2026-05-13 02:30:34
2026-05-13_1,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,quickstart_entry,quickstart_entry_lead_2,action_first,checklist_mode,conclusion_2,review_first,43.9,51,0,0,0,0,0,0,0,0.0255,0.0,similarity_retry,no major diversity concentration detected,2,local+claude+fix1,306.674,306.689,2026-05-13 02:35:41
2026-05-13_1,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,quickstart_entry,quickstart_entry_lead_2,action_first,checklist_mode,conclusion_2,review_first,43.9,51,0,0,0,0,0,0,0,0.0255,0.0,blocked,no major diversity concentration detected,2,local+claude+fix1,306.674,306.689,2026-05-13 02:35:41
2026-05-13_2,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,checklist_review,checklist_review_lead_2,standard,field_note,conclusion_2,handoff_first,60.31,46,0,0,0,0,0,0,0,0.0217,0.0,similarity_retry,no major diversity concentration detected,1,local+claude+fix1,292.166,292.197,2026-05-13 02:40:45
2026-05-13_2,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_3,review_first,63.79,80,0,0,0,0,0,0,0,0.0293,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,270.629,270.647,2026-05-13 02:45:16
2026-05-13_2,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_3,review_first,63.79,80,0,0,0,0,0,0,0,0.0293,0.0,blocked,no major diversity concentration detected,2,local+structure,270.629,270.647,2026-05-13 02:45:16
2026-05-13_2,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_3,standard,field_note,conclusion_1,scope_first,63.62,82,0,0,0,0,0,0,0,0.029,0.0,similarity_retry,no major diversity concentration detected,1,local+structure,312.066,312.111,2026-05-13 02:41:05
2026-05-13_2,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,decision_guide,decision_guide_lead_2,standard,checklist_mode,conclusion_2,handoff_first,61.85,80,0,0,0,0,0,0,0,0.0304,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,266.838,266.856,2026-05-13 02:45:32
2026-05-13_2,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,decision_guide,decision_guide_lead_2,standard,checklist_mode,conclusion_2,handoff_first,61.85,80,0,0,0,0,0,0,0,0.0304,0.0,blocked,no major diversity concentration detected,2,local+structure,266.838,266.856,2026-05-13 02:45:32
2026-05-13_2,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,scope_first,63.07,80,0,0,0,0,0,0,0,0.0282,0.0,similarity_retry,no major diversity concentration detected,1,local+structure+fix1,314.35,314.411,2026-05-13 02:41:07
2026-05-13_2,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,quickstart_entry,quickstart_entry_lead_2,action_first,checklist_mode,conclusion_2,review_first,53.19,51,0,0,0,0,0,0,0,0.0317,0.0,similarity_retry,no major diversity concentration detected,2,local+claude+fix1,272.575,272.59,2026-05-13 02:45:40
2026-05-13_2,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,quickstart_entry,quickstart_entry_lead_2,action_first,checklist_mode,conclusion_2,review_first,53.19,51,0,0,0,0,0,0,0,0.0317,0.0,blocked,no major diversity concentration detected,2,local+claude+fix1,272.575,272.59,2026-05-13 02:45:40
2026-05-13_2,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,checklist_review,checklist_review_lead_1,standard,field_note,conclusion_3,scope_first,49.09,37,0,0,0,0,0,0,0,0.0379,0.0,similarity_retry,no major diversity concentration detected,1,local+claude+fix1,297.384,297.401,2026-05-13 02:40:50
2026-05-13_2,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,review_first,62.0,80,0,0,0,0,0,0,0,0.0278,0.0,similarity_retry,no major diversity concentration detected,2,local+structure,294.145,294.158,2026-05-13 02:45:44
2026-05-13_2,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,review_first,62.0,80,0,0,0,0,0,0,0,0.0278,0.0,blocked,no major diversity concentration detected,2,local+structure,294.145,294.158,2026-05-13 02:45:44
2026-05-13_1,20260513_naver_001_지라라벨관리삭제안됨,naver,지라 라벨 관리 삭제 안됨 자주 생기는 이유와 점검 순서,지라 라벨 관리 삭제 안됨,checklist_review,checklist_review_lead_1,standard,field_note,conclusion_3,scope_first,55.22,74,0,0,0,0,0,0,0,0.0341,0.0,accepted,no major diversity concentration detected,1,local+structure,147.983,148.0,2026-05-13 03:02:05
2026-05-13_1,20260513_naver_002_유니티프리팹인스턴스동기화문제,naver,유니티 프리팹 인스턴스 동기화 문제 해결 전에 먼저 확인할 것,유니티 프리팹 인스턴스 동기화 문제,checklist_review,checklist_review_lead_2,standard,field_note,conclusion_2,handoff_first,57.51,74,15,10,12,0,0,0,37,0.2873,0.3295,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs,1,local+bilingual,190.66,190.692,2026-05-13 03:02:48
2026-05-13_1,20260513_naver_004_3m모델로ppt문제원인분석하는사용법,naver,3M 모델로 PPT 문제 원인 분석하는 사용법 해결 전에 먼저 확인할 것,3M 모델로 PPT 문제 원인 분석하는 사용법,problem_solution,problem_solution_lead_2,standard,field_note,conclusion_1,scope_first,63.07,80,0,10,12,8,0,0,30,0.1412,0.2203,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+structure,196.007,196.069,2026-05-13 03:02:54
2026-05-13_1,20260513_naver_003_git브랜치충돌발생시실무해결팁,naver,Git 브랜치 충돌 발생 시 실무 해결 팁 문제를 줄이는 실무 처리 순서,Git 브랜치 충돌 발생 시 실무 해결 팁,workflow_playbook,workflow_playbook_lead_3,standard,field_note,conclusion_1,scope_first,63.62,82,0,10,12,8,8,0,38,0.2188,0.2682,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+bilingual+fix1,217.79,217.836,2026-05-13 03:03:15
2026-05-13_2,20260513_blogspot_kr_005_vpn초보자가입부터설정까지단계별사용법,blogspot_kr,VPN 초보자 가입부터 설정까지 단계별 사용법 기본 개념부터 적용 방법까지 정리,VPN 초보자 가입부터 설정까지 단계별 사용법,workflow_playbook,workflow_playbook_lead_4,standard,operator_brief,conclusion_1,handoff_first,62.39,82,0,0,0,0,0,0,0,0.3709,0.38,accepted,no major diversity concentration detected,1,local+structure,200.579,200.603,2026-05-13 03:07:10
2026-05-13_2,20260513_tistory_008_파이썬import라이브러리관리,tistory,파이썬 import 라이브러리 관리 시작 전에 정해야 할 것들,파이썬 import 라이브러리 관리,workflow_playbook,workflow_playbook_lead_2,action_first,operator_brief,conclusion_1,scope_first,63.1,82,15,0,12,0,18,0,45,0.4067,0.4014,accepted,same structure slot as previous output; style slot repeated in recent outputs; ending slot repeated; same structure and ending pairing repeated,1,local+bilingual,254.65,254.721,2026-05-13 03:08:04
2026-05-13_2,20260513_blogspot_kr_006_powerpoint기본글꼴설정,blogspot_kr,powerpoint 기본 글꼴 설정 매번 처음부터 하지 않는 방법,powerpoint 기본 글꼴 설정,workflow_playbook,workflow_playbook_lead_4,action_first,operator_brief,conclusion_2,scope_first,62.54,82,25,10,12,8,0,0,55,0.3551,0.388,accepted,same structure slot as previous output; structure slot concentrated in recent outputs; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+bilingual,258.198,258.237,2026-05-13 03:08:07
2026-05-13_2,20260513_blogspot_kr_007_지라대시보드만들기및위젯활용,blogspot_kr,지라 대시보드 만들기 및 위젯 활용 기본 개념부터 적용 방법까지 정리,지라 대시보드 만들기 및 위젯 활용,quickstart_entry,quickstart_entry_lead_1,standard,field_note,conclusion_2,scope_first,52.54,74,0,0,0,8,8,0,16,0.149,0.2217,similarity_retry,transition signature repeated; ending slot repeated,1,local+structure,283.981,284.035,2026-05-13 03:08:33
2026-05-13_2,20260513_blogspot_kr_007_지라대시보드만들기및위젯활용,blogspot_kr,지라 대시보드 만들기 및 위젯 활용 기본 개념부터 적용 방법까지 정리,지라 대시보드 만들기 및 위젯 활용,standardization_blueprint,standardization_blueprint_lead_2,standard,coaching_mode,conclusion_3,scope_first,62.1,80,0,0,0,8,0,0,8,0.1986,0.2722,accepted,transition signature repeated,2,local+structure,139.783,139.815,2026-05-13 03:10:53
2026-05-13_3,20260513_tistory_009_노션으로개인재정관리대시보드구축하기,tistory,노션으로 개인 재정 관리 대시보드 구축하기 실무에서 바로 쓰는 방법,노션으로 개인 재정 관리 대시보드 구축하기,checklist_review,checklist_review_lead_1,standard,operator_brief,conclusion_1,handoff_first,56.09,74,0,0,0,0,0,0,0,0.4619,0.4274,accepted,no major diversity concentration detected,1,local+bilingual,166.32,166.344,2026-05-13 03:14:58
2026-05-13_3,20260513_tistory_010_워드프로세서컴퓨터활용능력차이,tistory,워드 프로세서 컴퓨터 활용 능력 차이 차이를 이해하고 선택하는 방법,워드 프로세서 컴퓨터 활용 능력 차이,comparison_guide,comparison_guide_lead_4,standard,field_note,conclusion_2,scope_first,55.72,74,0,10,0,0,0,0,10,0.1238,0.2074,accepted,same rhythm slot as previous output,1,local+structure,185.228,185.268,2026-05-13 03:15:17
2026-05-13_3,20260513_blogspot_kr_012_vscode유니티설정,blogspot_kr,vscode 유니티 설정 어떤 상황에서 무엇을 골라야 하는지 정리,vscode 유니티 설정,comparison_guide,comparison_guide_lead_1,standard,field_note,conclusion_1,scope_first,56.65,74,15,10,12,8,0,0,45,0.2321,0.2595,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+bilingual,226.207,226.281,2026-05-13 03:15:58
2026-05-13_3,20260513_tistory_011_microsoft365기본버전64비트,tistory,microsoft 365 기본 버전 64 비트 차이 어떤 상황에서 무엇을 골라야 하는지 정리,microsoft 365 기본 버전 64 비트 차이,decision_guide,decision_guide_lead_2,standard,field_note,conclusion_1,handoff_first,62.24,80,0,10,12,0,8,0,30,0.3602,0.3734,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; ending slot repeated,1,local+bilingual,229.702,229.76,2026-05-13 03:16:01
2026-05-13_4,20260513_naver_003_ppt트러스트센터설정으로보안오류해결하,naver,PPT 트러스트 센터 설정으로 보안 오류 해결하기 문제를 줄이는 실무 처리 순서,PPT 트러스트 센터 설정으로 보안 오류 해결하기,decision_guide,decision_guide_lead_4,standard,field_note,conclusion_2,scope_first,77.44,72,0,0,0,0,0,0,0,0.1617,0.2152,accepted,no major diversity concentration detected,1,local+bilingual,210.734,210.788,2026-05-13 13:40:58
2026-05-13_4,20260513_naver_001_블렌더초보자자주하는오류5가지,naver,블렌더 초보자 자주 하는 오류 5가지 자주 생기는 이유와 점검 순서,블렌더 초보자 자주 하는 오류 5가지,problem_solution,problem_solution_lead_2,standard,operator_brief,conclusion_2,scope_first,77.0,72,0,10,0,8,8,0,26,0.3105,0.3169,accepted,same rhythm slot as previous output; transition signature repeated; ending slot repeated,1,local+bilingual,225.039,225.056,2026-05-13 13:41:12
2026-05-13_4,20260513_naver_004_셀병합문제해결하고보고서만들기,naver,셀 병합 문제 해결하고 보고서 만들기 해결 전에 먼저 확인할 것,셀 병합 문제 해결하고 보고서 만들기,checklist_review,checklist_review_lead_4,action_first,operator_brief,conclusion_2,handoff_first,62.86,69,0,0,12,0,8,0,20,0.2954,0.2836,accepted,style slot repeated in recent outputs; ending slot repeated,1,local+bilingual,231.962,232.03,2026-05-13 13:41:19
2026-05-13_4,20260513_naver_002_트렐로알림설정안됨,naver,트렐로 알림 설정 안됨 원인과 해결 방법,트렐로 알림 설정 안됨,checklist_review,checklist_review_lead_2,action_first,operator_brief,conclusion_3,handoff_first,61.48,69,15,10,12,8,0,0,45,0.3712,0.3237,accepted,same structure slot as previous output; same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+structure,266.665,266.7,2026-05-13 13:41:53
2026-05-13_5,20260513_tistory_008_블렌더렌더링메모리캐시관리,tistory,블렌더 렌더링 메모리 캐시 관리 시작 전에 정해야 할 것들,블렌더 렌더링 메모리 캐시 관리,workflow_playbook,workflow_playbook_lead_2,action_first,field_note,conclusion_3,scope_first,76.55,74,0,0,0,0,0,0,0,0.2731,0.2656,accepted,no major diversity concentration detected,1,local+bilingual,282.659,282.735,2026-05-13 13:55:02
2026-05-13_5,20260513_blogspot_kr_005_ai를활용한ppt만들기,blogspot_kr,ai를 활용한 ppt 만들기 초보자도 이해하기 쉬운 설정과 활용,ai를 활용한 ppt 만들기,workflow_playbook,workflow_playbook_lead_1,action_first,operator_brief,conclusion_3,scope_first,77.69,74,15,10,0,8,18,0,51,0.2922,0.2781,accepted,same structure slot as previous output; same rhythm slot as previous output; transition signature repeated; ending slot repeated; same structure and ending pairing repeated,1,local+bilingual,290.772,290.8,2026-05-13 13:55:10
2026-05-13_5,20260513_blogspot_kr_006_언리얼lod설정자동화,blogspot_kr,언리얼 LOD 설정 자동화 시작 전 알아야 할 것만 정리했습니다,언리얼 LOD 설정 자동화,quickstart_entry,quickstart_entry_lead_4,standard,field_note,conclusion_3,scope_first,59.02,69,0,0,12,8,8,0,28,0.2431,0.269,similarity_retry,style slot repeated in recent outputs; transition signature repeated; ending slot repeated,1,local+structure,307.96,308.003,2026-05-13 13:55:27
2026-05-13_5,20260513_blogspot_kr_006_언리얼lod설정자동화,blogspot_kr,"언리얼 LOD 설정 자동화 오류 줄이는 순서, 이 지점부터 보세요",언리얼 LOD 설정 자동화,problem_solution,problem_solution_lead_2,evidence_led,operator_brief,conclusion_1,handoff_first,76.9,72,0,0,12,0,0,0,12,0.2485,0.2311,accepted,style slot repeated in recent outputs,2,local+bilingual,135.417,135.44,2026-05-13 13:57:43
2026-05-13_5,20260513_blogspot_kr_007_스마트폰기본브라우저설정,blogspot_kr,스마트폰 기본브라우저 설정 처음 시작할 때 알아두면 좋은 사용법,스마트폰 기본브라우저 설정,quickstart_entry,quickstart_entry_lead_1,standard,operator_brief,conclusion_2,scope_first,59.49,69,0,0,12,8,0,0,20,0.3191,0.3082,similarity_retry,style slot repeated in recent outputs; transition signature repeated,1,local+structure,311.377,311.438,2026-05-13 13:55:31
2026-05-13_5,20260513_blogspot_kr_007_스마트폰기본브라우저설정,blogspot_kr,스마트폰 기본브라우저 설정 처음 시작할 때 알아두면 좋은 사용법,스마트폰 기본브라우저 설정,problem_solution,problem_solution_lead_5,risk_led,checklist_mode,conclusion_3,scope_first,75.84,72,15,0,0,8,0,0,23,0.3002,0.3095,accepted,same structure slot as previous output; transition signature repeated,2,local+structure,159.104,159.119,2026-05-13 13:58:10
2026-05-13_6,20260513_tistory_009_노션으로주간플래너와할일목록자동화,tistory,노션으로 주간 플래너와 할 일 목록 자동화 실무에서 바로 쓰는 방법,노션으로 주간 플래너와 할 일 목록 자동화,workflow_playbook,workflow_playbook_lead_5,action_first,field_note,conclusion_2,handoff_first,77.37,74,0,0,0,0,0,0,0,0.3327,0.3464,accepted,no major diversity concentration detected,1,local+bilingual,164.082,164.107,2026-05-13 14:52:06
2026-05-13_6,20260513_tistory_011_vs코드파이썬설정,tistory,vs 코드 파이썬 설정 차이점과 선택 기준 정리,vs 코드 파이썬 설정,decision_guide,decision_guide_lead_2,action_first,field_note,conclusion_2,scope_first,76.27,72,0,10,12,0,8,0,30,0.4451,0.3768,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; ending slot repeated,1,local+bilingual,229.634,229.691,2026-05-13 14:53:11
2026-05-13_6,20260513_tistory_010_블렌더렌더엔진cyclesvseevee,tistory,블렌더 렌더 엔진 Cycles vs Eevee 선택 기준 차이점과 선택 기준 정리,블렌더 렌더 엔진 Cycles vs Eevee 선택 기준,checklist_review,checklist_review_lead_3,action_first,operator_brief,conclusion_2,handoff_first,62.95,69,0,10,0,8,8,0,26,0.4878,0.4232,accepted,same rhythm slot as previous output; transition signature repeated; ending slot repeated,1,local+bilingual,236.385,236.425,2026-05-13 14:53:18
2026-05-13_6,20260513_blogspot_kr_012_unityawakestart차이,blogspot_kr,unity awake start 차이 차이점과 선택 기준 정리,unity awake start 차이,decision_guide,decision_guide_lead_3,action_first,field_note,conclusion_1,scope_first,77.75,72,0,10,12,8,0,0,30,0.2984,0.3075,accepted,same rhythm slot as previous output; style slot repeated in recent outputs; transition signature repeated,1,local+bilingual,273.056,273.128,2026-05-13 14:53:55
